ID,Age,City,Economic Status,Profession,Most Used Pokemon Type,Average Pokemon Level,Criminal Record,PokéBall Usage,Win Ratio,Number of Gym Badges,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Debt to Kanto,Charity Participation,Team Rocket
2356,14,Lavender Town,Middle,PokéMart Seller,Dark,8,0,LuxuryBall,77,1,False,Unpredictable,6,False,56090,True,No
2357,30,Saffron City,High,PokéMart Seller,Water,70,0,GreatBall,25,0,False,Defensive,23,False,74990,True,No
2358,51,Viridian City,Low,Black Market Dealer,Bug,59,0,DuskBall,37,3,False,Defensive,10,False,17450,True,No
2359,57,Saffron City,High,Black Market Dealer,Psychic,25,0,TimerBall,46,5,False,Aggressive,10,False,32912,True,No
2360,60,Viridian City,Low,Black Market Dealer,Flying,73,1,PokéBall,51,1,False,Defensive,26,False,332947,False,Yes
2361,63,Cinnabar Island,Middle,Police Officer,Electric,81,0,MasterBall,78,1,False,Aggressive,22,False,50089,True,No
2362,26,Viridian City,Middle,Police Officer,Poison,33,0,MasterBall,34,1,False,Defensive,21,False,41390,True,No
2363,28,Cerulean City,Middle,Daycare Worker,Normal,89,1,GreatBall,42,4,False,Defensive,4,False,150866,True,Yes
2364,15,Pewter City,Middle,Champion,Poison,12,0,HealBall,68,4,False,Unpredictable,25,False,97701,True,No
2365,70,Fuchsia City,Middle,PokéMart Seller,Poison,99,0,LuxuryBall,59,0,False,Aggressive,15,False,47888,True,No
2366,18,Fuchsia City,Low,Daycare Worker,Normal,23,0,DuskBall,48,7,False,Aggressive,4,False,48080,True,No
2367,35,Pallet Town,High,Underground Battler,Normal,18,0,NetBall,28,2,False,Unpredictable,24,False,60717,True,No
2368,10,Cerulean City,Low,Breeder,Rock,95,0,NetBall,45,4,False,Defensive,11,False,3285,True,No
2369,55,Lavender Town,Middle,Police Officer,Ghost,50,0,DarkBall,28,5,False,Unpredictable,10,False,66360,True,No
2370,18,Cinnabar Island,Middle,Gym Leader Assistant,Rock,29,0,UltraBall,67,0,False,Defensive,24,False,53558,True,No
2371,16,Pewter City,Middle,Breeder,Poison,93,0,LuxuryBall,75,2,False,Unpredictable,9,False,82319,True,No
2372,34,Vermilion City,High,PokéMart Seller,Fairy,35,0,HealBall,69,3,False,Defensive,17,False,21100,True,No
2373,36,Pallet Town,Middle,Casino Worker,Bug,61,0,DuskBall,70,4,False,Unpredictable,15,False,9016,True,No
2374,31,Cerulean City,Low,Elite Trainer,Grass,97,1,GreatBall,32,0,False,Aggressive,18,False,346608,True,Yes
2375,63,Celadon City,Low,Black Market Dealer,Poison,57,0,LuxuryBall,84,7,False,Unpredictable,17,False,45905,True,No
2376,33,Pallet Town,Low,PokéMart Seller,Water,41,0,MasterBall,40,2,False,Aggressive,15,False,38616,True,No
2377,36,Cerulean City,Low,Champion,Fairy,67,0,TimerBall,45,1,False,Unpredictable,11,False,705,True,No
2378,20,Cinnabar Island,Low,Researcher,Psychic,58,0,DarkBall,51,5,False,Defensive,17,False,36121,True,No
2379,33,Fuchsia City,Middle,Rocket Grunt,Bug,72,0,TimerBall,57,4,False,Unpredictable,21,False,89504,True,No
2380,12,Fuchsia City,High,Black Market Dealer,Rock,94,1,DuskBall,83,2,False,Defensive,3,False,326730,False,Yes
2381,49,Cerulean City,Low,Nurse,Fairy,6,0,MasterBall,39,0,False,Defensive,15,False,23350,True,No
2382,16,Cinnabar Island,High,Breeder,Fire,56,0,UltraBall,62,0,False,Defensive,9,False,55621,True,No
2383,55,Celadon City,Low,Champion,Psychic,63,0,HealBall,36,1,False,Aggressive,20,False,57626,True,No
2384,43,Pewter City,Middle,Researcher,Electric,71,0,MasterBall,70,0,False,Aggressive,8,False,90792,True,No
2385,62,Pallet Town,Low,Researcher,Dark,59,0,DarkBall,29,0,False,Defensive,7,False,53089,True,No
2386,21,Viridian City,Low,Daycare Worker,Fire,67,0,LuxuryBall,33,0,False,Unpredictable,11,False,8013,True,No
2387,18,Saffron City,High,Daycare Worker,Fire,97,0,UltraBall,75,1,False,Unpredictable,5,False,91327,True,No
2388,56,Pallet Town,Middle,Daycare Worker,Fairy,24,0,NetBall,58,2,False,Aggressive,15,False,61361,True,No
2389,19,Celadon City,Low,Rocket Grunt,Fire,40,1,DuskBall,65,1,False,Unpredictable,28,False,172617,False,Yes
2390,60,Fuchsia City,Middle,Breeder,Normal,35,0,LuxuryBall,75,1,False,Aggressive,2,False,33024,True,No
2391,25,Pallet Town,Middle,Scientist,Electric,94,0,DarkBall,55,0,False,Unpredictable,2,False,17723,True,No
2392,56,Cerulean City,Middle,Gym Leader Assistant,Fire,12,0,HealBall,39,3,False,Aggressive,4,False,49858,True,No
2393,43,Vermilion City,High,Casino Worker,Dark,80,0,DarkBall,34,0,False,Unpredictable,19,False,46616,True,No
2394,34,Pallet Town,Middle,Nurse,Fairy,76,0,DuskBall,39,2,False,Defensive,9,False,66693,True,No
2395,28,Saffron City,Middle,Nurse,Poison,50,0,DuskBall,83,0,False,Defensive,17,False,73028,True,No
2396,17,Cerulean City,Middle,Elite Trainer,Bug,47,0,HealBall,43,5,False,Unpredictable,6,False,64202,True,No
2397,29,Lavender Town,High,Elite Trainer,Flying,21,0,UltraBall,35,4,False,Aggressive,21,False,57495,True,No
2398,35,Cerulean City,Middle,Champion,Fairy,95,0,DuskBall,26,5,False,Defensive,18,False,21918,True,No
2399,13,Vermilion City,Low,Underground Battler,Poison,83,0,MasterBall,80,0,False,Aggressive,14,False,9663,True,No
2400,62,Cinnabar Island,Middle,Underground Battler,Dark,85,0,DuskBall,51,3,False,Aggressive,16,False,99308,True,No
2401,65,Fuchsia City,Middle,Casino Worker,Poison,66,0,PokéBall,23,6,False,Unpredictable,7,False,28417,True,No
2402,11,Fuchsia City,Low,Police Officer,Bug,24,0,PokéBall,68,1,False,Defensive,13,True,30908,False,Yes
2403,45,Pallet Town,High,Police Officer,Steel,8,0,NetBall,37,6,False,Unpredictable,8,False,20179,True,No
2404,31,Saffron City,High,Elite Trainer,Poison,18,0,GreatBall,72,3,False,Defensive,16,False,40196,True,No
2405,55,Celadon City,Middle,Rocket Grunt,Dragon,56,0,GreatBall,49,0,False,Unpredictable,22,False,22860,True,No
2406,24,Pallet Town,Low,Breeder,Dark,40,0,TimerBall,53,0,False,Defensive,18,False,78800,True,No
2407,41,Fuchsia City,Middle,Gym Leader Assistant,Water,59,0,TimerBall,46,0,False,Aggressive,10,False,68226,True,No
2408,46,Pewter City,Middle,Black Market Dealer,Fighting,41,0,DuskBall,31,4,False,Aggressive,6,False,52313,True,No
2409,43,Celadon City,Middle,Champion,Flying,30,0,MasterBall,25,2,False,Aggressive,8,False,3600,True,No
2410,22,Pewter City,Low,Biker,Bug,48,0,DuskBall,36,3,False,Unpredictable,21,False,16329,True,No
2411,54,Celadon City,Low,Champion,Ice,45,0,DuskBall,24,2,False,Aggressive,21,False,47672,True,No
2412,13,Saffron City,High,Gym Leader Assistant,Poison,85,0,UltraBall,83,4,False,Unpredictable,17,False,6196,True,No
2413,51,Celadon City,Middle,Scientist,Dark,37,0,UltraBall,37,4,False,Unpredictable,12,False,52665,True,No
2414,25,Fuchsia City,High,Rocket Grunt,Poison,80,0,GreatBall,30,1,False,Unpredictable,1,False,14827,True,No
2415,66,Vermilion City,Low,Police Officer,Water,43,0,UltraBall,35,3,False,Defensive,17,False,50171,True,No
2416,20,Cinnabar Island,High,Rocket Grunt,Dark,9,0,PokéBall,21,5,False,Unpredictable,21,False,36362,True,No
2417,16,Saffron City,High,Nurse,Flying,35,0,GreatBall,57,1,False,Aggressive,3,False,72654,True,No
2418,68,Lavender Town,High,Casino Worker,Fairy,95,0,LuxuryBall,72,0,False,Unpredictable,18,False,94575,True,No
2419,56,Pallet Town,Middle,Elite Trainer,Fairy,17,0,TimerBall,66,3,False,Defensive,10,False,61464,True,No
2420,22,Celadon City,Low,Elite Trainer,Dark,18,0,MasterBall,64,1,False,Aggressive,24,False,54264,True,No
2421,16,Pallet Town,Low,Nurse,Flying,19,0,MasterBall,59,0,False,Aggressive,8,False,39654,True,No
2422,54,Pewter City,Middle,Underground Battler,Fire,73,0,PokéBall,57,2,False,Defensive,13,False,29462,True,No
2423,53,Saffron City,High,Biker,Fighting,41,0,TimerBall,52,1,False,Aggressive,10,False,85176,True,No
2424,53,Celadon City,High,Nurse,Ghost,56,0,HealBall,21,0,False,Unpredictable,4,False,10084,True,No
2425,27,Cerulean City,Low,Rocket Grunt,Fairy,35,0,DuskBall,31,0,False,Unpredictable,12,False,43740,True,No
2426,34,Viridian City,High,Elite Trainer,Flying,80,0,TimerBall,82,3,False,Aggressive,22,False,12781,True,No
2427,31,Cerulean City,Low,Breeder,Dragon,47,0,NetBall,33,5,False,Unpredictable,12,True,212218,False,Yes
2428,69,Lavender Town,Low,Police Officer,Normal,74,0,NetBall,21,2,False,Aggressive,5,False,2141,True,No
2429,26,Lavender Town,High,Champion,Flying,9,0,PokéBall,26,2,False,Aggressive,21,False,71167,True,No
2430,41,Pallet Town,Low,Scientist,Flying,21,0,HealBall,32,1,False,Defensive,24,False,27533,True,No
2431,59,Viridian City,High,Scientist,Fairy,59,0,LuxuryBall,68,1,False,Aggressive,6,False,51593,True,No
2432,59,Cerulean City,Middle,PokéMart Seller,Steel,12,0,TimerBall,80,6,False,Aggressive,12,False,61575,True,No
2433,62,Cerulean City,Low,Researcher,Dark,14,0,GreatBall,84,1,False,Aggressive,7,False,81357,True,No
2434,48,Pallet Town,Middle,Biker,Fighting,50,0,LuxuryBall,82,5,False,Defensive,21,False,75736,True,No
2435,38,Viridian City,Low,Police Officer,Poison,73,0,NetBall,42,2,False,Defensive,14,False,221941,False,Yes
2436,21,Viridian City,Middle,Breeder,Dark,81,0,DuskBall,62,0,False,Defensive,16,False,9084,True,No
2437,61,Cinnabar Island,Low,Elite Trainer,Dark,27,0,GreatBall,25,6,False,Unpredictable,8,False,310,True,No
2438,37,Vermilion City,Middle,Researcher,Ghost,17,0,TimerBall,70,7,False,Defensive,24,False,26747,True,No
2439,20,Viridian City,High,Daycare Worker,Dragon,98,0,UltraBall,43,4,False,Aggressive,14,False,15718,True,No
2440,10,Cerulean City,Middle,Daycare Worker,Ghost,100,0,GreatBall,38,7,False,Defensive,19,False,69244,True,No
2441,38,Celadon City,Middle,Biker,Fire,27,0,DarkBall,41,4,False,Aggressive,9,False,33432,True,No
2442,57,Cinnabar Island,Middle,Researcher,Normal,52,0,DarkBall,69,1,False,Defensive,14,False,83226,True,No
2443,53,Cerulean City,Middle,Black Market Dealer,Fairy,73,0,DuskBall,68,1,False,Defensive,24,False,83231,True,No
2444,24,Saffron City,Middle,Police Officer,Dragon,48,1,GreatBall,38,1,False,Defensive,22,True,105418,False,Yes
2445,35,Lavender Town,High,Biker,Grass,35,0,DuskBall,45,1,False,Unpredictable,13,False,24288,True,No
2446,61,Fuchsia City,Middle,Casino Worker,Flying,32,0,LuxuryBall,81,1,False,Aggressive,17,False,81161,True,No
2447,65,Fuchsia City,High,PokéMart Seller,Steel,57,0,UltraBall,25,1,False,Unpredictable,18,False,50914,True,No
2448,15,Celadon City,Middle,PokéMart Seller,Grass,17,0,PokéBall,30,0,False,Defensive,14,False,92989,True,No
2449,32,Fuchsia City,High,Rocket Grunt,Dark,7,0,HealBall,34,2,False,Defensive,23,False,30689,True,No
2450,69,Celadon City,Middle,Elite Trainer,Fairy,84,1,UltraBall,39,2,False,Aggressive,27,False,116830,True,Yes
2451,39,Celadon City,Low,Breeder,Fighting,98,0,TimerBall,57,2,False,Unpredictable,10,False,85999,True,No
2452,33,Celadon City,Low,Scientist,Ghost,21,0,NetBall,64,0,False,Unpredictable,17,True,133701,False,Yes
2453,23,Pallet Town,Low,Researcher,Fire,29,0,GreatBall,47,1,False,Unpredictable,15,False,64023,True,No
2454,50,Vermilion City,Low,Biker,Poison,11,0,HealBall,26,3,False,Aggressive,23,False,4357,True,No
2455,15,Pewter City,Low,Rocket Grunt,Ghost,46,0,LuxuryBall,71,0,False,Unpredictable,3,False,61857,True,No
2456,21,Vermilion City,Middle,Fisherman,Ground,40,0,DarkBall,71,1,False,Aggressive,6,False,37902,True,No
2457,53,Vermilion City,Low,Rocket Grunt,Rock,56,0,DarkBall,30,1,False,Defensive,11,False,24588,True,No
2458,69,Lavender Town,Middle,Underground Battler,Fire,49,0,MasterBall,52,5,False,Aggressive,18,False,776,True,No
2459,17,Fuchsia City,Low,Biker,Dark,36,0,UltraBall,61,0,False,Aggressive,4,False,46878,True,No
2460,48,Celadon City,Middle,Underground Battler,Poison,39,0,TimerBall,82,2,False,Aggressive,15,False,76990,True,No
2461,63,Saffron City,Low,Fisherman,Ice,59,0,DuskBall,45,0,False,Unpredictable,4,False,73522,True,No
2462,66,Lavender Town,Middle,Researcher,Water,13,0,LuxuryBall,41,3,False,Defensive,17,False,94941,True,No
2463,15,Vermilion City,Middle,Casino Worker,Water,10,0,HealBall,77,5,False,Unpredictable,3,False,3783,True,No
2464,43,Cinnabar Island,Middle,Breeder,Fighting,74,0,GreatBall,54,5,False,Aggressive,17,False,13888,True,No
2465,63,Lavender Town,High,Underground Battler,Ghost,14,0,PokéBall,53,2,False,Aggressive,15,False,12219,True,No
2466,64,Celadon City,High,Casino Worker,Flying,68,0,MasterBall,48,2,False,Aggressive,7,False,22956,True,No
2467,17,Pallet Town,Middle,Casino Worker,Grass,91,0,NetBall,85,5,False,Defensive,7,False,29658,True,No
2468,66,Vermilion City,Low,Underground Battler,Dark,92,0,GreatBall,66,0,False,Defensive,18,False,95441,True,No
2469,58,Lavender Town,Middle,Fisherman,Electric,8,0,TimerBall,83,2,False,Defensive,19,False,7237,True,No
2470,23,Pallet Town,Middle,Underground Battler,Ghost,56,0,GreatBall,44,1,False,Defensive,2,False,33919,True,No
2471,24,Pewter City,Low,Casino Worker,Fairy,86,0,PokéBall,47,3,False,Defensive,9,False,5102,True,No
2472,21,Lavender Town,Middle,Breeder,Normal,97,0,TimerBall,31,0,False,Aggressive,16,False,45932,True,No
2473,43,Pallet Town,Middle,PokéMart Seller,Water,28,0,GreatBall,84,1,False,Defensive,16,True,116192,False,Yes
2474,55,Vermilion City,Low,Nurse,Poison,17,0,HealBall,42,5,False,Defensive,29,False,16579,False,Yes
2475,30,Viridian City,Middle,Breeder,Ground,65,0,NetBall,66,3,False,Unpredictable,14,False,84520,True,No
2476,16,Vermilion City,High,Police Officer,Fighting,14,0,HealBall,79,4,False,Aggressive,20,True,334507,False,Yes
2477,50,Fuchsia City,High,Fisherman,Bug,56,0,LuxuryBall,25,3,False,Aggressive,0,False,40412,True,No
2478,61,Pallet Town,Middle,Gym Leader Assistant,Fire,57,0,GreatBall,35,0,False,Aggressive,15,False,79486,True,No
2479,32,Cerulean City,Low,Underground Battler,Ice,73,0,HealBall,32,3,False,Aggressive,4,False,34336,True,No
2480,40,Cerulean City,Low,Elite Trainer,Ice,85,1,UltraBall,81,0,False,Defensive,19,False,250221,True,Yes
2481,67,Pallet Town,Middle,Nurse,Dark,39,1,TimerBall,84,3,False,Unpredictable,24,True,184601,False,Yes
2482,53,Pallet Town,High,Underground Battler,Fighting,24,0,NetBall,77,4,False,Aggressive,13,False,33796,True,No
2483,34,Cerulean City,Middle,Champion,Fairy,42,0,UltraBall,26,4,False,Aggressive,18,False,74734,True,No
2484,36,Lavender Town,Middle,Rocket Grunt,Dark,26,1,GreatBall,84,0,False,Aggressive,26,False,371970,False,Yes
2485,52,Fuchsia City,Low,Police Officer,Water,73,0,LuxuryBall,50,1,False,Unpredictable,17,False,77767,True,No
2486,42,Saffron City,Middle,PokéMart Seller,Steel,84,0,NetBall,42,0,False,Defensive,24,False,3151,True,No
2487,56,Cerulean City,Middle,Biker,Fighting,82,1,UltraBall,65,4,False,Defensive,30,True,219484,False,Yes
2488,34,Cinnabar Island,High,Underground Battler,Ghost,55,0,NetBall,37,2,False,Defensive,12,False,38534,True,No
2489,59,Pewter City,High,Biker,Electric,36,0,DuskBall,85,1,False,Defensive,22,False,88722,True,No
2490,12,Saffron City,High,Police Officer,Electric,67,0,LuxuryBall,46,1,False,Defensive,19,False,363134,False,Yes
2491,64,Celadon City,Low,Biker,Rock,49,0,GreatBall,22,3,False,Aggressive,17,False,3552,True,No
2492,13,Cerulean City,High,Casino Worker,Poison,64,0,UltraBall,29,3,False,Defensive,22,False,61197,True,No
2493,53,Lavender Town,Middle,Police Officer,Poison,76,0,TimerBall,50,5,False,Defensive,2,False,58920,True,No
2494,34,Pewter City,Low,Nurse,Poison,84,0,PokéBall,50,1,False,Defensive,17,False,38025,True,No
2495,68,Pallet Town,Low,Nurse,Ice,17,0,DarkBall,53,1,False,Aggressive,18,False,3971,True,No
2496,67,Lavender Town,Low,Police Officer,Dragon,37,0,GreatBall,69,3,False,Aggressive,18,False,4618,True,No
2497,32,Pewter City,Low,Gym Leader Assistant,Dark,57,0,DarkBall,73,3,False,Aggressive,5,False,280608,True,Yes
2498,25,Viridian City,Middle,Scientist,Ghost,21,0,MasterBall,56,4,False,Unpredictable,0,False,70696,True,No
2499,58,Pallet Town,Middle,Underground Battler,Electric,22,0,LuxuryBall,36,1,False,Unpredictable,2,False,95346,True,No
2500,46,Pewter City,Low,Police Officer,Poison,87,0,DuskBall,46,1,False,Aggressive,1,False,95559,True,No
2501,33,Celadon City,High,Nurse,Rock,92,0,NetBall,78,0,False,Unpredictable,25,False,20550,True,No
2502,63,Celadon City,High,Black Market Dealer,Steel,13,0,DuskBall,53,2,False,Unpredictable,12,False,59992,True,No
2503,50,Saffron City,Low,Scientist,Ground,24,0,PokéBall,46,3,False,Unpredictable,15,False,99754,True,No
2504,66,Celadon City,Low,Elite Trainer,Poison,98,0,DuskBall,72,2,False,Unpredictable,17,False,19496,True,No
2505,23,Viridian City,Low,Underground Battler,Fairy,92,0,NetBall,44,4,True,Aggressive,5,False,64277,True,Yes
2506,59,Fuchsia City,Middle,Daycare Worker,Electric,68,0,HealBall,55,2,False,Unpredictable,11,True,218132,False,Yes
2507,66,Vermilion City,Low,Researcher,Normal,46,0,LuxuryBall,57,0,False,Aggressive,25,False,97870,True,No
2508,55,Lavender Town,Low,Biker,Ice,46,0,LuxuryBall,67,0,False,Unpredictable,15,False,70134,True,No
2509,68,Pallet Town,Middle,Police Officer,Ground,76,1,HealBall,68,0,False,Aggressive,27,True,384441,False,Yes
2510,62,Pallet Town,Middle,Researcher,Poison,86,1,DarkBall,32,5,False,Aggressive,5,False,53597,True,Yes
2511,37,Vermilion City,Middle,Breeder,Dark,42,1,PokéBall,85,0,False,Aggressive,12,False,71188,True,Yes
2512,64,Pewter City,Low,Breeder,Steel,16,0,NetBall,51,3,False,Aggressive,18,False,8267,True,No
2513,41,Pallet Town,Middle,Scientist,Ground,92,0,GreatBall,67,6,False,Aggressive,23,False,62881,True,No
2514,40,Viridian City,Low,Daycare Worker,Bug,58,1,LuxuryBall,44,1,False,Aggressive,13,True,287141,False,Yes
2515,40,Fuchsia City,High,Underground Battler,Grass,77,0,UltraBall,21,2,False,Unpredictable,18,False,26526,True,No
2516,66,Viridian City,Low,Rocket Grunt,Ice,35,0,PokéBall,77,3,False,Defensive,15,False,76847,True,No
2517,47,Pewter City,Middle,PokéMart Seller,Water,11,0,GreatBall,43,1,False,Unpredictable,4,False,10362,True,No
2518,43,Pallet Town,High,Researcher,Steel,36,1,GreatBall,78,0,False,Aggressive,4,False,46698,True,Yes
2519,22,Vermilion City,Middle,Casino Worker,Dark,46,0,UltraBall,45,6,False,Aggressive,20,False,10915,True,No
2520,14,Pewter City,Middle,Elite Trainer,Ground,51,0,UltraBall,27,4,False,Aggressive,14,False,25022,True,No
2521,34,Viridian City,High,Breeder,Bug,18,0,DuskBall,75,7,False,Unpredictable,16,False,43429,True,No
2522,21,Lavender Town,High,Daycare Worker,Fairy,22,0,MasterBall,55,2,False,Aggressive,25,False,98807,True,No
2523,34,Pallet Town,Low,Daycare Worker,Ghost,21,0,DuskBall,75,3,False,Unpredictable,13,False,26950,True,No
2524,44,Saffron City,Middle,Casino Worker,Fire,60,0,MasterBall,43,6,False,Unpredictable,4,False,84640,True,No
2525,15,Fuchsia City,Low,Underground Battler,Electric,54,0,UltraBall,39,5,False,Unpredictable,26,True,317312,False,Yes
2526,62,Fuchsia City,High,Champion,Flying,10,0,GreatBall,43,0,False,Aggressive,13,False,91477,True,No
2527,52,Lavender Town,Middle,Researcher,Poison,70,1,PokéBall,53,3,False,Aggressive,9,True,344332,True,Yes
2528,30,Vermilion City,Middle,PokéMart Seller,Normal,60,0,UltraBall,70,0,False,Defensive,4,False,21845,True,No
2529,69,Fuchsia City,Middle,Black Market Dealer,Steel,80,0,UltraBall,41,0,False,Defensive,16,False,72168,True,No
2530,65,Saffron City,Low,Black Market Dealer,Rock,28,0,UltraBall,38,3,False,Defensive,0,False,34138,True,No
2531,46,Pallet Town,High,Champion,Ice,43,0,DarkBall,65,1,False,Defensive,2,False,53949,True,No
2532,32,Fuchsia City,Low,Researcher,Ground,40,0,NetBall,64,0,False,Defensive,6,False,13346,True,No
2533,67,Cinnabar Island,Middle,Casino Worker,Steel,64,0,UltraBall,58,2,False,Aggressive,9,False,224275,False,Yes
2534,20,Lavender Town,Low,Police Officer,Fire,15,1,LuxuryBall,44,0,False,Aggressive,17,False,144080,True,Yes
2535,20,Pallet Town,Middle,Breeder,Electric,30,0,NetBall,64,4,False,Unpredictable,12,False,58988,True,No
2536,65,Vermilion City,Low,Underground Battler,Dark,6,0,HealBall,80,5,False,Defensive,22,False,8061,True,No
2537,68,Lavender Town,Low,Breeder,Bug,75,0,GreatBall,51,1,False,Unpredictable,22,False,52368,True,No
2538,26,Cerulean City,Middle,Casino Worker,Water,75,0,DuskBall,67,5,False,Unpredictable,8,False,31500,True,No
2539,53,Viridian City,Low,Nurse,Fire,26,0,HealBall,63,3,False,Aggressive,23,False,42282,True,No
2540,29,Vermilion City,High,Casino Worker,Grass,7,0,NetBall,64,0,False,Aggressive,16,False,68763,True,No
2541,63,Lavender Town,Low,Champion,Poison,84,0,NetBall,55,5,False,Unpredictable,13,False,30604,True,No
2542,21,Viridian City,Middle,Underground Battler,Normal,44,1,TimerBall,89,3,False,Unpredictable,16,True,246294,False,Yes
2543,43,Viridian City,Middle,Gym Leader Assistant,Ghost,60,0,DuskBall,30,5,False,Unpredictable,10,False,77298,True,No
2544,23,Viridian City,High,Fisherman,Steel,79,0,UltraBall,59,0,False,Aggressive,25,False,54338,True,No
2545,42,Fuchsia City,Low,Scientist,Fairy,97,0,TimerBall,21,2,False,Aggressive,11,False,89976,True,No
2546,10,Celadon City,Middle,PokéMart Seller,Ice,17,0,DuskBall,27,3,False,Aggressive,20,False,49393,True,No
2547,69,Pallet Town,Middle,PokéMart Seller,Water,94,0,TimerBall,39,3,False,Aggressive,5,False,93867,True,No
2548,44,Pallet Town,Middle,Researcher,Poison,86,0,TimerBall,50,5,False,Unpredictable,11,True,127217,False,Yes
2549,53,Pewter City,High,Breeder,Flying,89,0,NetBall,40,3,False,Aggressive,25,False,58798,True,No
2550,60,Pewter City,Middle,Biker,Water,99,0,DarkBall,30,3,False,Unpredictable,4,False,7888,True,No
2551,37,Cinnabar Island,Middle,Rocket Grunt,Dark,98,0,MasterBall,38,2,False,Defensive,13,False,81303,True,No
2552,45,Vermilion City,Low,Police Officer,Poison,12,0,MasterBall,22,0,False,Unpredictable,13,False,23386,True,No
2553,51,Celadon City,Low,Casino Worker,Dragon,73,0,NetBall,85,6,False,Unpredictable,13,False,62455,True,No
2554,42,Celadon City,Low,PokéMart Seller,Fighting,68,0,DarkBall,51,0,False,Defensive,8,False,11693,True,No
2555,23,Cinnabar Island,Middle,Gym Leader Assistant,Dark,86,0,UltraBall,40,4,False,Aggressive,15,False,40834,True,No
2556,63,Saffron City,Low,Biker,Grass,28,0,TimerBall,38,4,False,Defensive,12,False,32549,True,No
2557,59,Viridian City,Low,PokéMart Seller,Flying,15,0,UltraBall,75,0,False,Defensive,9,False,83944,True,No
2558,35,Lavender Town,Low,Gym Leader Assistant,Ice,74,0,MasterBall,84,1,False,Aggressive,8,False,68576,True,No
2559,13,Viridian City,Middle,PokéMart Seller,Fairy,99,0,LuxuryBall,21,0,False,Defensive,19,False,13248,True,No
2560,38,Celadon City,Middle,Scientist,Poison,74,0,UltraBall,37,4,False,Aggressive,14,False,15558,True,No
2561,34,Pewter City,High,Elite Trainer,Dark,48,1,TimerBall,33,1,True,Aggressive,27,False,177032,False,Yes
2562,29,Saffron City,Low,Champion,Dragon,29,0,UltraBall,37,3,False,Unpredictable,3,False,45339,True,No
2563,36,Saffron City,Middle,Underground Battler,Grass,93,0,NetBall,58,2,False,Aggressive,10,False,15822,True,No
2564,62,Celadon City,Middle,Nurse,Rock,30,0,UltraBall,73,3,False,Unpredictable,10,False,60023,True,No
2565,30,Pallet Town,Middle,Nurse,Ground,12,0,DuskBall,34,0,False,Defensive,2,False,71486,True,No
2566,69,Vermilion City,Low,PokéMart Seller,Ice,47,0,TimerBall,26,0,False,Aggressive,5,False,52201,True,No
2567,38,Pewter City,Low,Researcher,Bug,97,0,LuxuryBall,39,3,False,Defensive,13,False,71977,True,No
2568,48,Cinnabar Island,Middle,Rocket Grunt,Steel,90,0,MasterBall,32,0,False,Aggressive,18,False,80424,True,No
2569,52,Lavender Town,Low,Breeder,Ice,50,0,UltraBall,82,4,False,Aggressive,23,False,4958,True,No
2570,63,Cerulean City,Middle,PokéMart Seller,Poison,42,0,DuskBall,41,4,False,Unpredictable,14,False,74208,True,No
2571,60,Cerulean City,Middle,Breeder,Fire,33,0,TimerBall,44,5,False,Aggressive,1,False,3652,True,No
2572,11,Celadon City,Middle,Rocket Grunt,Ice,10,0,TimerBall,80,6,False,Aggressive,23,False,60167,True,No
2573,23,Viridian City,Middle,Nurse,Dragon,26,0,TimerBall,39,0,False,Unpredictable,21,False,48228,True,No
2574,44,Vermilion City,High,Champion,Psychic,39,0,TimerBall,70,0,False,Aggressive,23,False,5374,True,No
2575,36,Celadon City,Middle,Daycare Worker,Poison,73,0,HealBall,55,5,False,Unpredictable,9,False,67357,True,No
2576,60,Vermilion City,High,Nurse,Fire,87,0,UltraBall,56,4,False,Defensive,5,False,16215,True,No
2577,55,Viridian City,Middle,Police Officer,Steel,32,0,DuskBall,31,4,False,Aggressive,1,False,25414,True,No
2578,61,Fuchsia City,High,Rocket Grunt,Poison,17,0,LuxuryBall,70,0,False,Unpredictable,0,False,69549,True,No
2579,59,Saffron City,Low,Fisherman,Fire,9,0,DuskBall,64,3,True,Defensive,25,False,372362,False,Yes
2580,16,Pewter City,Middle,Biker,Ground,71,0,GreatBall,43,3,False,Aggressive,5,False,37254,True,No
2581,47,Cerulean City,Low,Underground Battler,Psychic,58,0,PokéBall,27,6,False,Defensive,8,False,81052,True,No
2582,56,Saffron City,Middle,Breeder,Ice,44,0,DarkBall,62,2,False,Aggressive,4,False,96309,True,No
2583,59,Fuchsia City,Middle,Fisherman,Grass,89,0,UltraBall,44,1,False,Defensive,23,False,90705,True,No
2584,13,Saffron City,High,Breeder,Ground,97,1,UltraBall,66,1,False,Aggressive,22,False,159799,True,Yes
2585,47,Pewter City,Middle,Scientist,Grass,16,0,HealBall,39,5,False,Defensive,9,False,73321,True,No
2586,60,Pewter City,Low,Gym Leader Assistant,Dark,16,0,TimerBall,46,1,False,Unpredictable,21,False,184523,False,Yes
2587,45,Lavender Town,Low,Champion,Poison,27,0,PokéBall,45,4,False,Aggressive,6,False,37380,True,No
2588,69,Vermilion City,Middle,Researcher,Dragon,76,0,MasterBall,59,2,False,Aggressive,8,False,75952,True,No
2589,65,Lavender Town,Middle,Underground Battler,Normal,14,0,UltraBall,39,6,False,Unpredictable,6,False,41580,True,No
